Price,Close,High,Low,Open,Volume
Ticker,NOKIA.HE,NOKIA.HE,NOKIA.HE,NOKIA.HE,NOKIA.HE
Date,,,,,
2018-03-01,4.024308204650879,4.090391639659318,4.003127554355256,4.063280455759396,18388607
2018-03-02,3.939584970474243,4.018376613325521,3.915862842301213,3.9853349045185724,18650075
2018-03-05,4.026848793029785,4.044640793872284,3.942126614680416,3.942126614680416,17694877
2018-03-06,3.987029552459717,4.053960136691014,3.9802518587120272,4.050571491810784,20301051
2018-03-07,4.026848793029785,4.0395574227726,3.9565295667940545,3.965001582635385,20178728
2018-03-08,4.058196544647217,4.089543935241151,4.0132937658969725,4.041252107458205,16721552
2018-03-09,4.059891223907471,4.087002406589565,4.003127374535875,4.04803015723167,15956566
2018-03-12,4.0793776512146,4.100558301081301,4.060738889405295,4.082766296641403,11718798
2018-03-13,4.029391288757324,4.098016202980268,4.002280106796004,4.079377442126292,19072036
2018-03-14,3.9887259006500244,4.055656512094419,3.9827953657111155,4.053114623413519,16192693
2018-03-15,3.9912664890289307,4.0039747176173766,3.966697193226295,3.9844887940475795,15301311
2018-03-16,3.963308095932007,4.026002480730992,3.957377562396453,3.991266440881704,54522297
2018-03-19,3.9497528076171875,3.9971970771206458,3.931960802566082,3.965002520536266,19400755
2018-03-20,3.9650020599365234,4.006516194916814,3.936196556228895,3.9556828817879524,15658618
2018-03-21,3.9505984783172607,3.9743206041178816,3.9124734024307446,3.9683900726677264,14826097
2018-03-22,3.849780797958374,3.931961114727992,3.789627890930346,3.9141695122517035,27537705
2018-03-23,3.820974349975586,3.8540156584648733,3.74811282708844,3.788779798744008,22336316
2018-03-26,3.7489609718322754,3.8260579088745224,3.7226969492427213,3.7997942902722714,25434960
2018-03-27,3.786238193511963,3.8328357013460534,3.7591270117145745,3.8302938134343103,18378557
2018-03-28,3.767599105834961,3.7752239609339964,3.6871131327224442,3.714223908180007,20710036
2018-03-29,3.7997941970825195,3.815891474791829,3.721002535233522,3.76251626954584,18055628
2018-04-03,3.7667531967163086,3.775225215866193,3.7328643121420284,3.755739289030299,16169499
2018-04-04,3.7252376079559326,3.759126479407049,3.675251461967454,3.7455710924214882,16557954
2018-04-05,3.793863296508789,3.8201269119256143,3.7769188590839238,3.7870851983490392,15528208
2018-04-06,3.767599105834961,3.8099603994650666,3.7472656202545527,3.772682477230063,14784247
2018-04-09,3.767599105834961,3.804877028069965,3.7515018304150103,3.7735296384647077,10947713
2018-04-10,3.804029941558838,3.8184328963220118,3.7743772746785234,3.7904745521242047,12204021
2018-04-11,3.812501907348633,3.878585331916838,3.77946019506453,3.8565575237274365,14995720
2018-04-12,3.8463919162750244,3.8777393153324162,3.827753151531022,3.859947712078501,15939859
2018-04-13,3.82012677192688,3.8718076475679015,3.7938631574725545,3.8718076475679015,15222751
2018-04-16,3.8235158920288086,3.8574047662671793,3.809960503928359,3.830293586079033,8805004
2018-04-17,4.020918369293213,4.047182386686064,3.842154426754617,3.8599464280774276,29225486
2018-04-18,4.025156021118164,4.0437947863383705,4.001433882840198,4.041253301803175,9429301
2018-04-19,4.022614479064941,4.05735052447348,3.996350452639952,4.030239336548871,13378873
2018-04-20,4.1200432777404785,4.221709888959793,4.1098765358211065,4.1547793093089975,31177442
2018-04-23,4.103946685791016,4.151391354637836,4.075988342859561,4.12766922220806,14590590
2018-04-24,4.125975131988525,4.150544833497983,4.095475300444255,4.1141140639442355,17420867
2018-04-25,4.188668727874756,4.202224520203661,4.1064884285774,4.142918787237619,35670026
2018-04-26,4.152237892150879,4.184432440747433,3.8167378273755213,3.9988904077230427,59358186
2018-04-27,4.1920576095581055,4.249668613690499,4.098863005472095,4.132751878960238,26340441
2018-04-30,4.217474937438965,4.2496690880552705,4.152238666898105,4.187821866836419,26830316
2018-05-02,4.101405143737793,4.24458590556403,4.081918818098681,4.24458590556403,37558404
2018-05-03,4.11496114730835,4.181891747136554,4.109030613398719,4.120044519800508,20019414
2018-05-04,4.310668468475342,4.310668468475342,4.142918431229389,4.143765592429538,32564895
2018-05-07,4.430975437164307,4.439447455429337,4.305586254145761,4.305586254145761,26294050
2018-05-08,4.476725101470947,4.480114150953835,4.3920029042717985,4.434364204865024,22779111
2018-05-09,4.490280628204346,4.5445025887927395,4.458086073988335,4.4648637685634744,17198826
2018-05-11,4.529252529144287,4.564835725921402,4.497057977400851,4.532641174177966,16792391
2018-05-14,4.483503341674805,4.503836833070216,4.351336859566685,4.439447712976315,21757400
2018-05-15,4.459780216217041,4.478418976541471,4.425891340725023,4.473336008806205,15256424
2018-05-16,4.458086967468262,4.488586801162738,4.420809033852916,4.459781290454799,13719467
2018-05-17,4.463169574737549,4.480114013658106,4.425891647517406,4.461474848054389,13734871
2018-05-18,4.473336219787598,4.522474808777522,4.430974921431007,4.454697054596802,19938431
2018-05-21,4.485197067260742,4.510613521843233,4.475030323832842,4.481808018122355,6959857
2018-05-22,4.466558933258057,4.485198101837694,4.390309147935188,4.485198101837694,16663466
2018-05-23,4.381836414337158,4.45639227539296,4.339475515270627,4.45639227539296,17109141
2018-05-24,4.385225772857666,4.439447743641039,4.371669977171306,4.381836722939237,12610872
2018-05-25,4.385225772857666,4.429281401860463,4.3377810939364405,4.405558860406173,15144874
2018-05-28,4.353030204772949,4.454696830939648,4.341169138785561,4.430974698964871,11597609
2018-05-29,4.2988080978393555,4.327613603231802,4.214933065672844,4.286947031147601,24110957
2018-05-30,4.312363624572754,4.331002384794954,4.2683080058773175,4.314057947141883,17610769
2018-05-31,4.347566604614258,4.417972473571236,4.31764415227275,4.334365609097844,49630370
2018-06-01,4.388930797576904,4.407412278455589,4.343166890837976,4.356367888658158,19700856
2018-06-04,4.460216045379639,4.460216045379639,4.412692124367221,4.412692124367221,12627977
2018-06-05,4.430293560028076,4.476057459827498,4.430293560028076,4.465496495311925,13961166
2018-06-06,4.371329307556152,4.417973224652493,4.345807322598589,4.417973224652493,18773484
2018-06-07,4.362527847290039,4.403891696117728,4.336125854887459,4.388050248884917,12728100
2018-06-08,4.339646339416504,4.384529810669583,4.329965385003043,4.351967325223397,11722670
2018-06-11,4.375730037689209,4.375730037689209,4.332606160308574,4.347567599729895,13501192
2018-06-12,4.409172534942627,4.426774004517857,4.3757296168540485,4.3766096273849895,13836348
2018-06-13,4.528861045837402,4.528861045837402,4.423252259035567,4.426772719789767,20010495
2018-06-14,4.609828948974609,4.613349410555621,4.490139130349799,4.490139130349799,19637460
2018-06-15,4.595747947692871,4.671434304736159,4.5851869825887634,4.62743042335308,26870327
2018-06-18,4.532382965087891,4.5975083626074875,4.50598055006527,4.5957483414900295,11854461
2018-06-19,4.4989399909973145,4.544703896709505,4.4654970722611536,4.514781439817414,19176654
2018-06-20,4.502460479736328,4.513021026027332,4.461977056722348,4.461977056722348,13403694
2018-06-21,4.461976528167725,4.534142420810419,4.432053654989337,4.5147809319762535,14498302
2018-06-25,4.353726863861084,4.491898563128348,4.341405879419069,4.491898563128348,15536023
2018-06-26,4.377490043640137,4.397731966336433,4.344927133064432,4.38541055880485,12684148
2018-06-27,4.388050079345703,4.432053538200562,4.307083245042424,4.378369125357674,11911252
2018-06-28,4.289483070373535,4.36252899355564,4.2622006406905175,4.329086489035408,16194734
2018-06-29,4.338765621185303,4.372208534527303,4.310603189931622,4.319404133296181,19944285
2018-07-02,4.264840602874756,4.310604091120868,4.234037714311122,4.302683576158537,15133911
2018-07-03,4.2842020988464355,4.319405040393315,4.2533996299059575,4.266600628072996,14837785
2018-07-04,4.240198612213135,4.283322492451354,4.216436645409301,4.281562051451371,9568430
2018-07-05,4.268360137939453,4.278921103068831,4.216435742430106,4.239317693659721,13893840
2018-07-06,4.311483383178711,4.325564388206105,4.277160461315878,4.282440943114165,11552293
2018-07-09,4.361647605895996,4.367808098440562,4.322044199736887,4.329965132759956,11874002
2018-07-10,4.447895526885986,4.465496996503437,4.344046730247385,4.378369658949235,16712544
2018-07-11,4.382770538330078,4.426774426286772,4.3678090989221925,4.40037200958232,13602672
2018-07-12,4.423253536224365,4.428534019054368,4.336126199007536,4.395971111544711,9625139
2018-07-13,4.400371074676514,4.465496462508008,4.388930099810705,4.435574009701758,10254812
2018-07-16,4.4038920402526855,4.410932544133402,4.349327190959826,4.373969164368402,8235283
2018-07-17,4.373969554901123,4.3933314668670045,4.333486129407244,4.383650510884064,12581332
2018-07-18,4.542943000793457,4.629190312669434,4.4373337819817715,4.444374704314065,26979799
2018-07-19,4.516541004180908,4.595747820619518,4.493659053638736,4.541182975641061,13099008
2018-07-20,4.4989399909973145,4.560545345529604,4.467257513009261,4.497179969901352,13246648
2018-07-23,4.460216045379639,4.5147808892215275,4.442614577610147,4.502459903748093,10066403
2018-07-24,4.4637370109558105,4.497179929390717,4.440855058305836,4.484858942525676,13460145
2018-07-25,4.458456039428711,4.476057507257146,4.419732642345316,4.433814068399321,13856939
2018-07-26,4.245478630065918,4.266600562530441,4.032500543222503,4.224357117253554,60017906
2018-07-27,4.136349201202393,4.208515521511088,4.114347678578027,4.180353085755413,31917318
2018-07-30,4.164511203765869,4.238437537478187,4.07034337062814,4.1011458348198975,22929174
2018-07-31,4.088825225830078,4.16451158742543,4.083544742960436,4.16363157688918,27539673
2018-08-01,4.118747234344482,4.131068219816166,4.086184749784203,4.094985273841651,15622272
2018-08-02,4.057142734527588,4.110827153926355,4.034260782053993,4.110827153926355,18527408
2018-08-03,4.068583011627197,4.10202550440549,4.044821052703538,4.0606620788846,13195370
2018-08-06,4.0721025466918945,4.113465967068252,4.067702495328888,4.076503017706915,10696469
2018-08-07,4.091464996337891,4.12578791945372,4.067703037204173,4.067703037204173,11086292
2018-08-08,4.113466262817383,4.1477891838286585,4.094984786807937,4.116986723812915,10984140
2018-08-09,4.108187198638916,4.118747744886474,4.0941057708885955,4.111707240837387,7391620
2018-08-10,4.028980255126953,4.10114615389136,4.016659268491671,4.092345629002787,15709493
2018-08-13,4.013138771057129,4.0351407125611045,3.996417312300193,4.014018781572947,8765017
2018-08-14,4.022818565368652,4.043940070610686,4.007857131960037,4.007857131960037,8176336
2018-08-15,3.9568138122558594,4.059782594021905,3.953293770272,4.016659142154788,13123599
2018-08-16,4.011378288269043,4.033380227240338,3.979695395433878,3.986736318054191,9828317
2018-08-17,4.031620025634766,4.061542479761732,4.01313854687859,4.01401855734525,12328043
2018-08-20,4.056262969970703,4.076504472419815,4.0307405646974495,4.048342035386654,9127862
2018-08-21,4.077383518218994,4.095864995121762,4.043060595548684,4.056262010181002,9670610
2018-08-22,4.1266679763793945,4.140748982079621,4.074743585925191,4.080904078375549,10112879
2018-08-23,4.168031215667725,4.1935531947234646,4.126667791171152,4.136348324786059,13504385
2018-08-24,4.225236415863037,4.241077442889999,4.168031541454317,4.168031541454317,14199822
2018-08-27,4.297402381896973,4.303562874659921,4.241957947030437,4.255158943000741,10404433
2018-08-28,4.329965114593506,4.353727074258862,4.275400272682476,4.303562704047511,17681554
2018-08-29,4.303563594818115,4.351967954229375,4.2833220922532425,4.351967954229375,12404362
2018-08-30,4.256039619445801,4.2947630226239815,4.234037676284285,4.2947630226239815,13966593
2018-08-31,4.222595691680908,4.323804438209329,4.217315209796256,4.234916676194408,13500658
2018-09-03,4.226995944976807,4.267479357567826,4.182112061100406,4.224355913996801,7701838
2018-09-04,4.196194171905518,4.276280999865477,4.164511277048956,4.233157129586065,14676364
2018-09-05,4.0721025466918945,4.196193227472981,4.067702495328888,4.195313217200379,20529616
2018-09-06,4.094984531402588,4.141628433510967,4.088824039783671,4.101145023021505,13052260
2018-09-07,4.092345237731934,4.109066695038824,4.050981809510508,4.106426244068213,11940880
2018-09-10,4.102906227111816,4.1460296764729305,4.060662368543432,4.085304759259022,11954624
2018-09-11,4.076503753662109,4.1143471397801505,4.038660787196157,4.094985231679348,10056114
2018-09-12,4.031620025634766,4.083544420036653,3.993777057655754,4.0747438957179485,15099836
2018-09-13,4.130188465118408,4.198834319555873,4.024579651977133,4.030740145094434,19290949
2018-09-14,4.165391445159912,4.185633365359683,4.11170702754872,4.162751413648007,11644423
2018-09-17,4.162752151489258,4.174193129372991,4.130189239157955,4.155711646557467,9825940
2018-09-18,4.248118877410889,4.265720347068532,4.162751560727859,4.162751560727859,18919428
2018-09-19,4.11258602142334,4.284200616837863,4.0404201421118096,4.281560166326552,35666042
2018-09-20,4.1169867515563965,4.1777120813132695,4.098505275422408,4.156590154501827,20204788
2018-09-21,4.181232929229736,4.214675846581558,4.12138801792278,4.146029990854807,32614164
2018-09-24,4.142509937286377,4.196194780301612,4.125788896615196,4.147790420528075,13256459
2018-09-25,4.166271209716797,4.1865127070306825,4.116106842135686,4.139868800555145,17121191
2018-09-26,4.163630962371826,4.188272932358447,4.1460294952882295,4.188272932358447,14230236
2018-09-27,4.263958930969238,4.277160344931763,4.109066201274419,4.160110577500866,19761915
2018-09-28,4.20411491394043,4.291242250045995,4.201474882385169,4.27716124244701,17439492
2018-10-01,4.238436698913574,4.268359146730067,4.211154281940294,4.224355695112408,14864421
2018-10-02,4.175952434539795,4.229637272112009,4.156590944384712,4.22435678940569,17114177
2018-10-03,4.163630962371826,4.226116317396823,4.144269474475492,4.1821124398617915,11097980
2018-10-04,4.196194171905518,4.223476175104541,4.123147847362979,4.158350784102198,15429324
2018-10-05,4.109066486358643,4.212915266684015,4.097625511921914,4.164510918100586,15988545
2018-10-08,4.071223735809326,4.102026202684904,4.0589027490590945,4.092345667182372,13838022
2018-10-09,4.079143047332764,4.103785011031351,4.025458229722593,4.073862566589928,12606479
2018-10-10,3.960333824157715,4.074743568683212,3.9488928497051647,4.067703065862891,19256095
2018-10-11,3.908409595489502,3.9779354554748996,3.856485203108556,3.875846691577826,26626360
2018-10-12,3.960333824157715,4.000817239939654,3.9260109008000654,3.9594538137616837,21067902
2018-10-15,3.9972972869873047,4.012258724578501,3.9365723654188396,3.9779357968564555,15839134
2018-10-16,4.119626998901367,4.127547511238702,4.01929827115099,4.0228187319964865,21882568
2018-10-17,4.149549961090088,4.194433429428347,4.1231475506098665,4.153950013126726,17440381
2018-10-18,4.268360137939453,4.329965488092749,4.1900337492587765,4.246358197195268,30251703
2018-10-19,4.280681610107422,4.3211650345988195,4.181233279875716,4.2762815571806545,24027889
2018-10-22,4.280681610107422,4.34580742924953,4.256039635108874,4.312364509093122,17006859
2018-10-23,4.210275173187256,4.272760532695193,4.1653912820257135,4.223476169534025,19016888
2018-10-24,4.121387958526611,4.23579771642236,4.092345513803238,4.206755271698987,20109412
2018-10-25,4.136349201202393,4.180353085755413,3.9876169275035593,4.058902817613394,33033848
2018-10-26,4.278041362762451,4.327325310275916,4.127548649294756,4.14955059142847,39987254
2018-10-29,4.322924613952637,4.366928072016473,4.275400274944699,4.3255646451825935,18874092
2018-10-30,4.3238043785095215,4.3563668600878716,4.24811803207728,4.3229243681495735,14861947
2018-10-31,4.400371074676514,4.44261451277639,4.319404240188033,4.353727164785459,30795096
2018-11-01,4.426774978637695,4.45317697898428,4.359009117017597,4.385411117364182,16247114
2018-11-02,4.4989399909973145,4.5271024267934425,4.453176085285125,4.488379025117249,16398639
2018-11-05,4.511260986328125,4.548224366976812,4.476058046430806,4.488379033429653,13389643
2018-11-06,4.509500980377197,4.534142954457669,4.479578523329176,4.514781463344748,10071590
2018-11-07,4.588707447052002,4.611588978589101,4.541183104053712,4.558784572687559,15655464
2018-11-08,4.569345951080322,4.604548891532005,4.55526494276051,4.588707862085254,12297200
2018-11-09,4.55174446105957,4.592227884368163,4.513021058870262,4.5763864353381525,15158256
2018-11-12,4.4989399909973145,4.606309251241794,4.493659508057282,4.558784904781496,16782151
2018-11-13,4.579905986785889,4.588706929937065,4.502459617455044,4.523581125644148,14392459
2018-11-14,4.5147809982299805,4.572865885236959,4.509500515806428,4.549983934618931,14225201
2018-11-15,4.453176498413086,4.525342825520421,4.3933315790770004,4.490139882422467,19651958
2018-11-16,4.495419025421143,4.5183009757132115,4.437334139241599,4.4408546006911855,18492077
2018-11-19,4.439094066619873,4.521820914426758,4.423252621406198,4.498938966779911,14594850
2018-11-20,4.301803112030029,4.398611400812373,4.2551591984593955,4.3915704775302205,21762054
2018-11-21,4.310603618621826,4.341406503809057,4.282441604219506,4.315884101235291,15032346
2018-11-22,4.21819543838501,4.300042274210513,4.198833532515207,4.297401823568249,13800228
2018-11-23,4.280681610107422,4.2956430490149184,4.21643622120283,4.256919645694228,13235743
2018-11-26,4.285962104797363,4.337006495754594,4.285962104797363,4.2956430605666105,15523750
2018-11-27,4.282442092895508,4.354607997427623,4.246358720977283,4.290362607893467,11776627
2018-11-28,4.240198612213135,4.31940544799405,4.220837118430953,4.282442481777466,13413533
2018-11-29,4.2577996253967285,4.303563532720473,4.2498791105338345,4.291242545310566,13606087
2018-11-30,4.2736406326293945,4.2894820803684075,4.239317705687592,4.259559625518349,15432979
2018-12-03,4.351966381072998,4.389809340748199,4.339645397939118,4.353726401620119,14132632
2018-12-04,4.268360137939453,4.361647963828768,4.267480127454024,4.339646442736698,12034598
2018-12-05,4.18475341796875,4.261319788446366,4.172432431423123,4.241958298110685,16039436
2018-12-07,4.313243865966797,4.432053670026051,4.313243865966797,4.33260535486665,33773838
2018-12-10,4.358127117156982,4.3783686135405935,4.273639831374687,4.297401788702074,26257238
2018-12-11,4.5130205154418945,4.541182948220061,4.407411707262847,4.444375083881984,28180428
2018-12-12,4.6344709396362305,4.641511862826437,4.5376630717702096,4.541183113713198,23086729
2018-12-13,4.645031929016113,4.664393838412077,4.574626053963452,4.660873376798597,17163277
2018-12-14,4.646792888641357,4.660873897363727,4.558785115343975,4.645032447811938,18904708
2018-12-17,4.590467929840088,4.618630366417926,4.5640655144070665,4.574626480580275,19045704
2018-12-18,4.502460479736328,4.579906863899189,4.491899513793178,4.57638640203409,20767572
2018-12-19,4.511260986328125,4.542943884026999,4.470777563480993,4.4936595163794655,17048726
2018-12-20,4.442614555358887,4.491898916657874,4.421493045932542,4.435574052216772,22689054
2018-12-21,4.400371074676514,4.449655435503109,4.3678081709347225,4.439094471065118,27949828
2018-12-27,4.254279613494873,4.409172807109334,4.230517649084155,4.373969446133724,19205277
2018-12-28,4.426774978637695,4.430295021536051,4.291243255397498,4.301804223397024,20917886
2019-01-02,4.4056525230407715,4.435574982408919,4.349327646787682,4.426774456548725,14783198
2019-01-03,4.319404602050781,4.40565192598372,4.289482146737746,4.380129942830516,13913719
2019-01-04,4.490139961242676,4.505980992158301,4.328206252288616,4.328206252288616,17736514
2019-01-07,4.586946964263916,4.586946964263916,4.518301111327345,4.576385999250273,16597787
2019-01-08,4.6291913986206055,4.68551585292752,4.581667050163293,4.59222801648714,20491208
2019-01-09,4.6890363693237305,4.7242393110435525,4.66791443643097,4.7083978613739825,18171418
2019-01-10,4.65911340713501,4.681995358744366,4.606309000263908,4.67847489709211,14051523
2019-01-11,4.637991428375244,4.681995310137053,4.578146518473048,4.681995310137053,13346675
2019-01-14,4.609828948974609,4.653832830302745,4.581666515282856,4.595747941954789,13033316
2019-01-15,4.620388984680176,4.6679128983778355,4.569344610109641,4.620388984680176,11960487
2019-01-16,4.55174446105957,4.646792735587482,4.55174446105957,4.636231769567475,18479206
2019-01-17,4.590467929840088,4.613349883331321,4.553504548233858,4.567585976348854,13644721
2019-01-18,4.667913913726807,4.704877292150048,4.609829024428119,4.616869528053267,23109513
2019-01-21,4.703117370605469,4.724239303464342,4.664394386567088,4.708397853820187,7298914
2019-01-22,4.632711410522461,4.694316767238701,4.608069435696829,4.680235339015368,14047754
2019-01-23,4.676714897155762,4.718958338912481,4.579906607629994,4.59574805565831,14887661
2019-01-24,4.77880334854126,4.789364314111894,4.671434511094791,4.6925560225839265,17460725
2019-01-25,5.05338716506958,5.05338716506958,4.828088087552811,4.840409075119457,35886031
2019-01-28,4.951298713684082,5.051627061753008,4.92665673690438,5.051627061753008,27418083
2019-01-29,5.016424179077148,5.019944641368135,4.921376313394689,4.946018290475002,20115948
2019-01-30,5.000582695007324,5.046346602384431,4.9213758676773836,5.0305051529880105,22634211
2019-01-31,4.847448825836182,4.928415662673392,4.634470768998806,4.701356599278284,62727794
2019-02-01,4.752401351928711,4.840408698887142,4.710157909319091,4.826327691234646,25270117
2019-02-04,4.636231899261475,4.743600744280065,4.599268517157436,4.717198748143629,19129849
2019-02-05,4.666154384613037,4.689036338545947,4.6115895315489475,4.689036338545947,23200049
2019-02-06,4.6784749031066895,4.711917820063684,4.630950978826814,4.639751503490584,15354531
2019-02-07,4.608068943023682,4.669674293153366,4.597507977898352,4.6679138525310675,17828347
2019-02-08,4.743600368499756,4.750640872268257,4.576386200824163,4.608069097260614,25179174
2019-02-11,4.810486316680908,4.824567324549411,4.759441928766342,4.794644868089739,16163501
2019-02-12,4.785843849182129,4.856249720562982,4.766481940795927,4.826327267191329,15743572
2019-02-13,4.902014255523682,4.919615725647645,4.796405015127748,4.805205960015805,18464009
2019-02-14,4.8720903396606445,4.938976163659704,4.870330318919215,4.928415199907004,11350696
2019-02-15,4.9002532958984375,4.909054239854619,4.829847422857407,4.854489394491346,17562523
2019-02-18,4.875611305236816,4.910814241619947,4.868570801890611,4.884412249158651,8035707
2019-02-19,4.748879909515381,4.8826511331980065,4.725997962066245,4.868570128453329,17750459
2019-02-20,4.70487642288208,4.757680819792792,4.664393009951997,4.7383189138357675,18377819
2019-02-21,4.740081310272217,4.762963267008224,4.669675418669802,4.689036912964801,15480941
2019-02-22,4.791123867034912,4.817526278381824,4.731278960851368,4.771762378481904,12979531
2019-02-25,4.75944185256958,4.847449199469109,4.750640908053561,4.822807226267668,16479140
2019-02-26,4.754161357879639,4.76472232341155,4.681995459498464,4.7524013368416975,13650711
2019-02-27,4.696077346801758,4.7400812382104,4.673195390413618,4.7400812382104,10068641
2019-02-28,4.6784749031066895,4.717198302722795,4.648552447806476,4.681995364763471,15317243
2019-03-01,4.690795421600342,4.748880305405462,4.674953975202923,4.69959636503849,19192973
2019-03-04,4.6943159103393555,4.741839830157257,4.690795449013106,4.727758824156428,15836779
2019-03-05,4.733039855957031,4.762962734227909,4.694316871698548,4.699597354943281,14131988
2019-03-06,4.708396911621094,4.759441292714084,4.692555465146976,4.734799322411289,12243228
2019-03-07,4.699596405029297,4.731278878441652,4.666153491123083,4.708396928890251,10858314
2019-03-08,4.697836875915527,4.718958808722808,4.630951454779416,4.674954921925029,13287618
2019-03-11,4.770002841949463,4.7840838496628555,4.680235053907148,4.708397488986067,15039596
2019-03-12,4.77880334854126,4.8016853007269225,4.745360850437096,4.780563789237787,12966858
2019-03-13,4.752401351928711,4.782323807929364,4.7347998825370246,4.764722338537678,13490910
2019-03-14,4.812246322631836,4.817526805478969,4.729519457446987,4.73479994029412,13448428
2019-03-15,4.9424967765808105,4.9424967765808105,4.814005606513023,4.814005606513023,37671845
2019-03-18,4.891453266143799,4.949538159240521,4.882652321297799,4.946017697371691,14100142
2019-03-19,4.912574291229248,4.937216682563016,4.894972822934903,4.903773766908129,10823853
2019-03-20,4.814004898071289,4.887931216079244,4.810484856998346,4.8474478061763175,12456276
2019-03-21,4.858010292053223,4.875611761893366,4.778803467946505,4.796404937786648,10620690
2019-03-22,4.608068943023682,4.799925077293468,4.458456249603103,4.752401153881595,55391098
2019-03-25,4.537662982940674,4.597507891321099,4.51302059156158,4.56054493373062,14479858
2019-03-26,4.518301963806152,4.5587853908951494,4.4830990202202585,4.537663876534927,15122488
2019-03-27,4.52006196975708,4.571105939287913,4.498940037777322,4.5288624949805465,13725298
2019-03-28,4.440855026245117,4.5235818915429435,4.407412108051651,4.5095008836994515,14614295
2019-03-29,4.46549654006958,4.481337987001718,4.426773562660481,4.453175554561949,15791134
2019-04-01,4.509500980377197,4.524461999075135,4.476058061466759,4.476058061466759,10851646
2019-04-02,4.529742240905762,4.567585630216623,4.484858767549135,4.5095007403178125,12411354
